Gene_name,amount_interactors,allinteractors,interactors_processed,IsBait
COPA,95,BCAP29;HNRNPC;WDR11;FAM213A;VAPA;VPS37A;C12orf23;DHRS7;TMED10;TMEM38B;NUDCD1;DHCR24;CISD2;BCAP31;SSR4;EMC2;ILVBL;PSD3;RACGAP1;COPZ2;CSNK1A1;NBAS;UBE2R2;RTN3;RCN1;CANX;ERP44;SCFD1;KCTD10;PPIP5K2;UBR4;LCLAT1;ERLIN1;MCFD2;HSPA5;REEP5;ERGIC1;ARL6IP1;PDZD8;HSD17B11;COPE;SIPA1L3;STAM2;ZW10;COPG1;COPA;HSD17B12;APMAP;CCDC107;COPG2;TMED5;RAB3GAP2;RAB3GAP1;RTN2;N4BP3;EMC8;P4HA1;MICAL2;NDC1;ALDH7A1;COPB2;PSAT1;COPB1;TMX1;LNP;CALR;ARCN1;SCYL1;LZTS2;COPZ1;SCYL3;ESYT2;RTN4;NSDHL;ARF5;TMED2;CYB5R3;RPS27A;EMC1;ESYT1;SEC61B;PRDX4;COPG;ATL3;ATL2;TECR;SACM1L;NUCB2;GPATCH2;VAPB;TNFAIP1;GANAB;KCNJ10;ATL1;GRAMD1A,BCAP29;HNRNPC;WDR11;FAM213A;VAPA;VPS37A;C12orf23;DHRS7;TMED10;TMEM38B;NUDCD1;DHCR24;CISD2;BCAP31;SSR4;EMC2;ILVBL;PSD3;RACGAP1;COPZ2;CSNK1A1;NBAS;UBE2R2;RTN3;RCN1;CANX;ERP44;SCFD1;KCTD10;PPIP5K2;UBR4;LCLAT1;ERLIN1;MCFD2;HSPA5;REEP5;ERGIC1;ARL6IP1;PDZD8;HSD17B11;COPE;SIPA1L3;STAM2;ZW10;COPG1;HSD17B12;APMAP;CCDC107;COPG2;TMED5;RAB3GAP2;RAB3GAP1;RTN2;N4BP3;EMC8;P4HA1;MICAL2;NDC1;ALDH7A1;COPB2;PSAT1;COPB1;TMX1;LNP;CALR;ARCN1;SCYL1;LZTS2;COPZ1;SCYL3;ESYT2;RTN4;NSDHL;ARF5;TMED2;CYB5R3;RPS27A;EMC1;ESYT1;SEC61B;PRDX4;COPG;ATL3;ATL2;TECR;SACM1L;NUCB2;GPATCH2;VAPB;TNFAIP1;GANAB;KCNJ10;ATL1;GRAMD1A,Y
TRPT1,5,ZYG11B;GAPDHS;SERPINA10;FAM40A;DYNC1LI1,ZYG11B;GAPDHS;SERPINA10;FAM40A;DYNC1LI1,Y
ZNF2,42,ZC3HAV1;MRPS9;MPHOSPH10;HIST1H2AG;RPL37A;GLYR1;NOC3L;ZNF771;ZNF770;ZNF189;ZNF498;MLF1IP;MRPL52;TAF1B;RPF2;PAPD5;IMP4;DDX54;RBM19;ZNF121;ZFP62;KIAA0020;MRPS7;RBM34;BRIX1;PRPF4B;DDX10;MRPS35;PRDM15;RRS1;ZNF22;APOBEC3D;MAK16;WHSC1;ZNF184;RRP8;RBM28;RPL17;GNL2;BUD13;TAF1D;ZNF800,ZC3HAV1;MRPS9;MPHOSPH10;HIST1H2AG;RPL37A;GLYR1;NOC3L;ZNF771;ZNF770;ZNF189;ZNF498;MLF1IP;MRPL52;TAF1B;RPF2;PAPD5;IMP4;DDX54;RBM19;ZNF121;ZFP62;KIAA0020;MRPS7;RBM34;BRIX1;PRPF4B;DDX10;MRPS35;PRDM15;RRS1;ZNF22;APOBEC3D;MAK16;WHSC1;ZNF184;RRP8;RBM28;RPL17;GNL2;BUD13;TAF1D;ZNF800,Y
NYNRIN,7,PTGES3;FAM167A;CRYAB;CDH8;DUSP16;TRIM52;CRYAA,PTGES3;FAM167A;CRYAB;CDH8;DUSP16;TRIM52;CRYAA,N
LYRM7,2,PC;NDUFAB1,PC;NDUFAB1,Y
NOP16,58,MYBBP1A;RPL18A;RPL35;MAGEB2;NPM1;ZNF668;MRPL18;PURG;HIST1H2AE;RPL31;RPL13;PRKRA;SRSF1;RBM4B;LYAR;NAP1L1;RPS8;RPL10;BHLHA15;HIST1H1E;RPLP0;MKI67IP;SRSF6;RSL1D1;DDX54;RNF151;CIAO1;RPL26;RPL14;RPL7A;RPS9;ZNF346;HERC5;IPO5;RPL11;RPL4;THUMPD1;HIST1H2AM;RPL19;RPS19;APOBEC3D;RPSA;THAP3;DGCR8;RPSAP58;RPS10;FGFBP1;NEIL1;HIST1H1A;RPL17;NPM3;H1FNT;RPL3;ZC3H3;RPL23A;KRR1;SET;MRPS27,MYBBP1A;RPL18A;RPL35;MAGEB2;NPM1;ZNF668;MRPL18;PURG;HIST1H2AE;RPL31;RPL13;PRKRA;SRSF1;RBM4B;LYAR;NAP1L1;RPS8;RPL10;BHLHA15;HIST1H1E;RPLP0;MKI67IP;SRSF6;RSL1D1;DDX54;RNF151;CIAO1;RPL26;RPL14;RPL7A;RPS9;ZNF346;HERC5;IPO5;RPL11;RPL4;THUMPD1;HIST1H2AM;RPL19;RPS19;APOBEC3D;RPSA;THAP3;DGCR8;RPSAP58;RPS10;FGFBP1;NEIL1;HIST1H1A;RPL17;NPM3;H1FNT;RPL3;ZC3H3;RPL23A;KRR1;SET;MRPS27,Y
DIRAS1,20,RABEP2;UNC13A;IL20RA;RAP1GDS1;AKR1D1;C4orf6;UNC13B;ARL4C;SNX20;WBP5;SLC9A5;SUCLA2;ZNF274;MANSC1;TBCE;RAC2;DIRAS2;NCOA7;GBA3;SPATA13,RABEP2;UNC13A;IL20RA;RAP1GDS1;AKR1D1;C4orf6;UNC13B;ARL4C;SNX20;WBP5;SLC9A5;SUCLA2;ZNF274;MANSC1;TBCE;RAC2;DIRAS2;NCOA7;GBA3;SPATA13,Y
INPPL1,83,HNRNPC;PCYT2;CDK16;ALKBH3;VCL;MYH14;EEF1G;GTF2A1;STAT6;AHNAK;AKR1B10;TMSB4X;TMSB10;PSME1;C17orf60;RAN;BANF1;AHCY;NARFL;ALDH1A1;DPYSL5;ENO1;AKR1B1;TICAM1;ACTN4;STAT2;ARFGAP1;RRM2B;C17orf87;MAPK4;RLBP1;BCAS2;C22orf29;GCGR;SAMD4B;ARF4;CMIP;UGDH;GSTP1;PFN1;NQO1;METTL3;SLC22A9;ACOT12;GINS2;AKR1C2;ACTN1;MDH1;NME5;IL1F10;ATP6V0D1;INPPL1;TALDO1;SYCE1;POLR1D;THRSP;PPM1A;PTMA;SLC1A1;AFG3L2;NAA10;TMEM184B;BASP1;BHMT2;ANXA1;SCYL3;KAZN;NECAP2;C1orf198;GRINL1A;RRM2;SAMD4A;MAP3K13;DCUN1D2;LRRC61;AKR1C1;SUMO3;ACLY;C15orf59;DYDC2;TPD52L2;PLIN5;PGK1,HNRNPC;PCYT2;CDK16;ALKBH3;VCL;MYH14;EEF1G;GTF2A1;STAT6;AHNAK;AKR1B10;TMSB4X;TMSB10;PSME1;C17orf60;RAN;BANF1;AHCY;NARFL;ALDH1A1;DPYSL5;ENO1;AKR1B1;TICAM1;ACTN4;STAT2;ARFGAP1;RRM2B;C17orf87;MAPK4;RLBP1;BCAS2;C22orf29;GCGR;SAMD4B;ARF4;CMIP;UGDH;GSTP1;PFN1;NQO1;METTL3;SLC22A9;ACOT12;GINS2;AKR1C2;ACTN1;MDH1;NME5;IL1F10;ATP6V0D1;TALDO1;SYCE1;POLR1D;THRSP;PPM1A;PTMA;SLC1A1;AFG3L2;NAA10;TMEM184B;BASP1;BHMT2;ANXA1;SCYL3;KAZN;NECAP2;C1orf198;GRINL1A;RRM2;SAMD4A;MAP3K13;DCUN1D2;LRRC61;AKR1C1;SUMO3;ACLY;C15orf59;DYDC2;TPD52L2;PLIN5;PGK1,Y
SSX2,5,HBB;GSTA1;SSX6;COASY;SSX3,HBB;GSTA1;SSX6;COASY;SSX3,Y
HAUS8,22,S100A2;HAUS5;DUSP16;TPTE2;HAUS7;BNIP1;DNM3;VPS28;MTMR12;C22orf41;MLF1;OLFM2;PRELID2;HYLS1;RNF10;CDC16;WHAMML1;S100P;SS18L2;GAN;MAGEA9;CCDC96,S100A2;HAUS5;DUSP16;TPTE2;HAUS7;BNIP1;DNM3;VPS28;MTMR12;C22orf41;MLF1;OLFM2;PRELID2;HYLS1;RNF10;CDC16;WHAMML1;S100P;SS18L2;GAN;MAGEA9;CCDC96,Y
SCP2,6,C19orf2;PDRG1;DDI1;MYO5A;PRKCA;TMOD1,C19orf2;PDRG1;DDI1;MYO5A;PRKCA;TMOD1,Y
CCDC107,56,KIAA0922;OSBP;CENPH;BRI3BP;GOLGA5;ADCY3;SEC22B;GCC2;PLD2;TYW1;CXCR4;UFSP2;SCFD1;STX18;CTDNEP1;COPG;STX5;C1orf27;SGPL1;HMGCR;EXPH5;RHBDF2;SREBF2;TRIM13;BNIP1;ACACB;PIGA;TRPM4;TNFRSF10A;CYP51A1;CDKAL1;POC1B;CCDC47;CTU1;CLCN3;EPHX1;SACM1L;TMEM214;ATP13A1;TMEM9;FBXO11;PDZD8;STIM2;ATF6;KCNG1;SLC9A1;TRPM7;CCDC22;VRK2;ITPR3;SLC27A3;TAP2;ALG8;COPA;FRMD5;PKD2,KIAA0922;OSBP;CENPH;BRI3BP;GOLGA5;ADCY3;SEC22B;GCC2;PLD2;TYW1;CXCR4;UFSP2;SCFD1;STX18;CTDNEP1;COPG;STX5;C1orf27;SGPL1;HMGCR;EXPH5;RHBDF2;SREBF2;TRIM13;BNIP1;ACACB;PIGA;TRPM4;TNFRSF10A;CYP51A1;CDKAL1;POC1B;CCDC47;CTU1;CLCN3;EPHX1;SACM1L;TMEM214;ATP13A1;TMEM9;FBXO11;PDZD8;STIM2;ATF6;KCNG1;SLC9A1;TRPM7;CCDC22;VRK2;ITPR3;SLC27A3;TAP2;ALG8;COPA;FRMD5;PKD2,Y
GPKOW,23,NDE1;KIAA1279;FLYWCH1;GPKOW;RAD51;SCLT1;SERBP1;TRIM27;APLP2;C22orf41;C17orf60;TFB2M;JUNB;USP7;HEXIM1;ASCC2;BDP1;DHX16;CCDC94;ZNF277;MED17;BUD13;HSPA2,NDE1;KIAA1279;FLYWCH1;RAD51;SCLT1;SERBP1;TRIM27;APLP2;C22orf41;C17orf60;TFB2M;JUNB;USP7;HEXIM1;ASCC2;BDP1;DHX16;CCDC94;ZNF277;MED17;BUD13;HSPA2,Y
DNAJB1,46,KIAA1279;GLB1;HSPA1A;DNAJB1;CDC37;GDI2;TK1;DCAF6;PYCRL;STAM;DIS3;RAB5C;RAP1B;GOLGA4;RPL22L1;HSPA1B;VAMP2;TOMM34;DNAJB5;BCKDK;MLF1;PPP1R9B;LETM1;TMSB10;GIGYF1;MTX2;HSPA5;TMTC3;BAG2;DNAJB4;HSPA4;TTLL12;HSPH1;CDK7;TTC9C;HSPA8;MAP2K2;TSFM;DAK;BAG5;SPECC1L;HSPA4L;HSPA2;HSPA1L;SFXN1;CTSA,KIAA1279;GLB1;HSPA1A;CDC37;GDI2;TK1;DCAF6;PYCRL;STAM;DIS3;RAB5C;RAP1B;GOLGA4;RPL22L1;HSPA1B;VAMP2;TOMM34;DNAJB5;BCKDK;MLF1;PPP1R9B;LETM1;TMSB10;GIGYF1;MTX2;HSPA5;TMTC3;BAG2;DNAJB4;HSPA4;TTLL12;HSPH1;CDK7;TTC9C;HSPA8;MAP2K2;TSFM;DAK;BAG5;SPECC1L;HSPA4L;HSPA2;HSPA1L;SFXN1;CTSA,Y
H2AFB2,103,RPL18;MPHOSPH10;BBX;GNL3;NOC3L;ZNF498;RPS5;RSBN1;RSBN1L;SRPK1;RPL36AL;AATF;NGDN;PURB;YBX1;DDX10;CTCF;SRBD1;DDX31;RPS16;ELAVL4;PWP2;REXO4;KRI1;NLE1;SCAF1;RPS2;TOE1;ZFR;BMS1;NAT10;RPS15;PURA;PAPD5;RPLP2;TEX10;LTV1;PDCD11;ZNF592;ZBTB11;SRRM1;PRKRIR;SSRP1;NOL6;RPS10;ZCCHC6;RPL3;GNL2;RPS3;ZC3HAV1;GLYR1;SCAF4;DDX51;NOL10;ZNF574;RRP7A;PAIP2B;RPS18;NCL;DHX57;C1QBP;BRIX1;RRS1;HIST1H2BK;PINX1;GLE1;CEBPZ;ZNF777;ASCC2;RBM28;TRMT1L;LARP7;GZF1;KRR1;NOC2L;FTSJ3;STAU1;PPAN-P2RY11;YBX2;H2AFB1;MRPL52;CCDC86;DDX24;SDAD1;CLTCL1;ZCRB1;RRP12;MRPL51;UTP3;DDX54;RPS3A;RBM19;RBM23;NOL8;YTHDF1;XPC;URB1;HIST1H2BJ;DDX21;SUPT16H;PPM1G;DHX36;CDK13,RPL18;MPHOSPH10;BBX;GNL3;NOC3L;ZNF498;RPS5;RSBN1;RSBN1L;SRPK1;RPL36AL;AATF;NGDN;PURB;YBX1;DDX10;CTCF;SRBD1;DDX31;RPS16;ELAVL4;PWP2;REXO4;KRI1;NLE1;SCAF1;RPS2;TOE1;ZFR;BMS1;NAT10;RPS15;PURA;PAPD5;RPLP2;TEX10;LTV1;PDCD11;ZNF592;ZBTB11;SRRM1;PRKRIR;SSRP1;NOL6;RPS10;ZCCHC6;RPL3;GNL2;RPS3;ZC3HAV1;GLYR1;SCAF4;DDX51;NOL10;ZNF574;RRP7A;PAIP2B;RPS18;NCL;DHX57;C1QBP;BRIX1;RRS1;HIST1H2BK;PINX1;GLE1;CEBPZ;ZNF777;ASCC2;RBM28;TRMT1L;LARP7;GZF1;KRR1;NOC2L;FTSJ3;STAU1;PPAN-P2RY11;YBX2;H2AFB1;MRPL52;CCDC86;DDX24;SDAD1;CLTCL1;ZCRB1;RRP12;MRPL51;UTP3;DDX54;RPS3A;RBM19;RBM23;NOL8;YTHDF1;XPC;URB1;HIST1H2BJ;DDX21;SUPT16H;PPM1G;DHX36;CDK13,Y
ETNK2,9,RGP1;ETNK1;ZNF185;NPLOC4;PUS1;DNMBP;UFD1L;STAT3;MAPK3,RGP1;ETNK1;ZNF185;NPLOC4;PUS1;DNMBP;UFD1L;STAT3;MAPK3,Y
HERC2P9,28,DNAJC16;SAV1;MTO1;PKP2;EXPH5;TAF1;ZNF195;KANK2;DNAJB5;RNF115;HOOK1;RICTOR;MLF1;CEP170;MARCH7;HSPB8;SUGP2;BIRC6;DNAJB4;RABEP1;IQSEC1;RHPN2;HAUS6;RIPK1;GET4;KIAA0100;BAG5;MTUS1,DNAJC16;SAV1;MTO1;PKP2;EXPH5;TAF1;ZNF195;KANK2;DNAJB5;RNF115;HOOK1;RICTOR;MLF1;CEP170;MARCH7;HSPB8;SUGP2;BIRC6;DNAJB4;RABEP1;IQSEC1;RHPN2;HAUS6;RIPK1;GET4;KIAA0100;BAG5;MTUS1,Y
CD1E,30,MAN2A2;DPAGT1;BACE2;NCEH1;DSE;CANX;CHST10;FAM69A;B2M;ABHD14A;SEMA4F;PLXNA2;STIM1;APLP2;CTAGE5;SGCB;HSPA5;LMAN2L;KCNJ8;ENTPD7;FNDC3A;SGK196;POMT1;ITGA7;MAN1A2;FCGRT;ADAM10;TMEM59L;C1QL1;SUSD5,MAN2A2;DPAGT1;BACE2;NCEH1;DSE;CANX;CHST10;FAM69A;B2M;ABHD14A;SEMA4F;PLXNA2;STIM1;APLP2;CTAGE5;SGCB;HSPA5;LMAN2L;KCNJ8;ENTPD7;FNDC3A;SGK196;POMT1;ITGA7;MAN1A2;FCGRT;ADAM10;TMEM59L;C1QL1;SUSD5,Y
FBXL22,9,CLTCL1;NCS1;EEF1A2;GNAO1;CTDSP1;BLK;SRC;USP22;SKP1,CLTCL1;NCS1;EEF1A2;GNAO1;CTDSP1;BLK;SRC;USP22;SKP1,Y
RDBP,11,WHSC2;RSRC1;CYP2J2;RDBP;C5AR1;S100A6;TH1L;COBRA1;IGHMBP2;FECH;XYLT1,WHSC2;RSRC1;CYP2J2;C5AR1;S100A6;TH1L;COBRA1;IGHMBP2;FECH;XYLT1,Y
OLFM4,15,ERF;HSPA5;BMP7;RBPMS;NID2;LEPREL2;DHFRL1;INTS6;ZNF281;GNL3L;EMILIN3;FAM54B;GJA8;TAZ;ETV3,ERF;HSPA5;BMP7;RBPMS;NID2;LEPREL2;DHFRL1;INTS6;ZNF281;GNL3L;EMILIN3;FAM54B;GJA8;TAZ;ETV3,Y
DNAJC18,44,CNGA4;KCNA5;ANO4;SIDT2;TMEM63C;CCNE1;TLR9;CHRNA4;GPR114;CHST6;GRIN2A;PDE3A;TMPRSS3;OR10H2;CHRNB1;GABRG2;MARCH4;DNAJC18;PAPSS2;PTGIR;CHRNA9;EIF2D;NMUR2;LRP3;KCNS3;ZNRF4;GABRD;KCNA2;ADCY9;GABRA6;IL27RA;DGCR2;OR10H1;TCIRG1;CHRNA10;CHRND;PCDHAC1;TTYH1;RXFP1;LHCGR;FSHR;PTCHD3;CHRNB2;ABCA2,CNGA4;KCNA5;ANO4;SIDT2;TMEM63C;CCNE1;TLR9;CHRNA4;GPR114;CHST6;GRIN2A;PDE3A;TMPRSS3;OR10H2;CHRNB1;GABRG2;MARCH4;PAPSS2;PTGIR;CHRNA9;EIF2D;NMUR2;LRP3;KCNS3;ZNRF4;GABRD;KCNA2;ADCY9;GABRA6;IL27RA;DGCR2;OR10H1;TCIRG1;CHRNA10;CHRND;PCDHAC1;TTYH1;RXFP1;LHCGR;FSHR;PTCHD3;CHRNB2;ABCA2,Y
TRIM33,50,HSPB2;LMO2;RABGGTB;KRT38;ZNF747;CCT8L2;FGA;ZIM2;KRT37;TRIM24;PYCRL;C12orf74;THRSP;ZNF460;SHARPIN;KRT39;TRIM28;PNMA2;FOXF2;LOXL4;SSB;TRIM33;QPRT;MAD2L1;JUN;TGM7;SOHLH1;TRIM52;WDYHV1;VDAC2;ZNF418;ZNF333;ZNF484;KCTD17;SSSCA1;SSRP1;KLHL20;CDC16;ZNF324B;CRYAA;FHL3;ZNF764;ZNF776;NUP62;ZNF44;HSPA8;C17orf53;RRM1;ACY1;MAGEA9,HSPB2;LMO2;RABGGTB;KRT38;ZNF747;CCT8L2;FGA;ZIM2;KRT37;TRIM24;PYCRL;C12orf74;THRSP;ZNF460;SHARPIN;KRT39;TRIM28;PNMA2;FOXF2;LOXL4;SSB;QPRT;MAD2L1;JUN;TGM7;SOHLH1;TRIM52;WDYHV1;VDAC2;ZNF418;ZNF333;ZNF484;KCTD17;SSSCA1;SSRP1;KLHL20;CDC16;ZNF324B;CRYAA;FHL3;ZNF764;ZNF776;NUP62;ZNF44;HSPA8;C17orf53;RRM1;ACY1;MAGEA9,Y
HBQ1,17,FASN;CST4;MUC7;C20orf70;IGHA2;CST5;PIGR;IGJ;CST1;CST2;IGLL5;CA6;AMY1C;C17orf28;ZG16B;NIF3L1;C6orf58,FASN;CST4;MUC7;C20orf70;IGHA2;CST5;PIGR;IGJ;CST1;CST2;IGLL5;CA6;AMY1C;C17orf28;ZG16B;NIF3L1;C6orf58,Y
TIGIT,19,ZRANB3;FAM171A2;ITCH;DDR1;UFSP2;ATP8B2;C1orf27;RHOBTB3;CDC6;D2HGDH;ACVR2A;RASL11A;PTPRF;CSNK1G2;ACVR1B;SLC20A1;GET4;PTPRD;ZDHHC6,ZRANB3;FAM171A2;ITCH;DDR1;UFSP2;ATP8B2;C1orf27;RHOBTB3;CDC6;D2HGDH;ACVR2A;RASL11A;PTPRF;CSNK1G2;ACVR1B;SLC20A1;GET4;PTPRD;ZDHHC6,Y
MYPOP,9,C10orf32;BLOC1S2;C17orf59;C19orf50;LOH12CR1;TBC1D23;JUN;SNAPIN;BLOC1S1,C10orf32;BLOC1S2;C17orf59;C19orf50;LOH12CR1;TBC1D23;JUN;SNAPIN;BLOC1S1,Y
ANUBL1,2,SERPINB4;A2ML1,SERPINB4;A2ML1,Y
CORO2A,17,BCLAF1;THRAP3;SIX3;YPEL5;THAP4;CSN2;MAEA;ARMC8;RANBP10;SLC5A8;SLC16A8;C20orf12;RGS3;WDR26;RMND5A;ERH;CORO2B,BCLAF1;THRAP3;SIX3;YPEL5;THAP4;CSN2;MAEA;ARMC8;RANBP10;SLC5A8;SLC16A8;C20orf12;RGS3;WDR26;RMND5A;ERH;CORO2B,Y
GIGYF1,9,ZNF598;FEM1B;EIF3H;DDX6;GIGYF2;KLHDC10;LONP1;MMADHC;EIF3A,ZNF598;FEM1B;EIF3H;DDX6;GIGYF2;KLHDC10;LONP1;MMADHC;EIF3A,Y
ATP6V1C1,19,GPM6A;ATP6V1A;ATP6V0A2;ATP6AP2;ATP6V1B2;ATP6V1B1;ATP6V1H;PAK2;ATP6V1F;ATP6V1G2;ATP6V1D;ATP6V0A4;ATP6V1G1;TCIRG1;C20orf118;ATP6V1E1;ATP6V1C2;ATP6V0A1;ATP6V0D1,GPM6A;ATP6V1A;ATP6V0A2;ATP6AP2;ATP6V1B2;ATP6V1B1;ATP6V1H;PAK2;ATP6V1F;ATP6V1G2;ATP6V1D;ATP6V0A4;ATP6V1G1;TCIRG1;C20orf118;ATP6V1E1;ATP6V1C2;ATP6V0A1;ATP6V0D1,N
TMOD4,18,WHSC2;FAM54A;HSP90AA4P;MYO5C;KANK2;GIT2;ALAS1;MYO5A;CSRP2BP;GAN;FLII;SHD;LRRFIP2;FECH;ACAD11;LRRFIP1;MYO9A;GIT1,WHSC2;FAM54A;HSP90AA4P;MYO5C;KANK2;GIT2;ALAS1;MYO5A;CSRP2BP;GAN;FLII;SHD;LRRFIP2;FECH;ACAD11;LRRFIP1;MYO9A;GIT1,Y
PSPN,4,MICAL1;ACTA2;KLHL3;FAM125A,MICAL1;ACTA2;KLHL3;FAM125A,Y
MYLK4,15,ZMPSTE24;HARS2;HSP90AA5P;FAM48A;UBLCP1;RAB21;RAP1B;DAK;BLVRA;CTBP2;HSP90AA1;HSP90AB1;HSP90AB3P;HSP90AB4P;LETM1,ZMPSTE24;HARS2;HSP90AA5P;FAM48A;UBLCP1;RAB21;RAP1B;DAK;BLVRA;CTBP2;HSP90AA1;HSP90AB1;HSP90AB3P;HSP90AB4P;LETM1,Y
AFMID,1,STC2,STC2,N
COMP,1,VHL,VHL,Y
WNT4,15,HSPA5;PASK;WNT7B;CRELD2;MTCH2;WNT5A;C1orf93;CBWD3;ITPA;HLA-B;C13orf34;WLS;TUBA1B;N4BP2L2;HLA-C,HSPA5;PASK;WNT7B;CRELD2;MTCH2;WNT5A;C1orf93;CBWD3;ITPA;HLA-B;C13orf34;WLS;TUBA1B;N4BP2L2;HLA-C,Y
GIN1,1,GSTA2,GSTA2,Y
CEBPZ,76,RPL18;NOC2L;RPL35;RPL18A;RPL37A;MAGEB2;OASL;ZNF692;GNL3;ZNF48;LRRTM3;ZNF512;H2AFB2;CCDC137;ZNF467;HIST3H2BB;RPL13;PRKRA;PDGFB;SURF6;RSBN1;RPL23AP32;FGF13;FMR1NB;MAGEB10;SRP68;HIST1H1E;RPLP0;GPATCH4;SRSF6;FGF8;RPL22;ZNF346;ZBTB47;MYBBP1A;HIST1H1C;RBM34;RPL4;H2AFB3;RPL36;RPL28;KAL1;MECP2;SRPK2;RPL13A;RPL19;ILF3;DGKZ;RPS19;PDCD11;PNMAL1;WDR46;CLSTN1;VAPB;MAK16;FGF3;ZBTB48;NOP2;ADARB1;THAP7;RPS14;FGFBP1;RRP8;UTP23;CCDC59;H2AFY2;RPL17;NEIL1;REXO4;RPL3;ABT1;DDX21;RPL15;YY1AP1;SRP14;NOG,RPL18;NOC2L;RPL35;RPL18A;RPL37A;MAGEB2;OASL;ZNF692;GNL3;ZNF48;LRRTM3;ZNF512;H2AFB2;CCDC137;ZNF467;HIST3H2BB;RPL13;PRKRA;PDGFB;SURF6;RSBN1;RPL23AP32;FGF13;FMR1NB;MAGEB10;SRP68;HIST1H1E;RPLP0;GPATCH4;SRSF6;FGF8;RPL22;ZNF346;ZBTB47;MYBBP1A;HIST1H1C;RBM34;RPL4;H2AFB3;RPL36;RPL28;KAL1;MECP2;SRPK2;RPL13A;RPL19;ILF3;DGKZ;RPS19;PDCD11;PNMAL1;WDR46;CLSTN1;VAPB;MAK16;FGF3;ZBTB48;NOP2;ADARB1;THAP7;RPS14;FGFBP1;RRP8;UTP23;CCDC59;H2AFY2;RPL17;NEIL1;REXO4;RPL3;ABT1;DDX21;RPL15;YY1AP1;SRP14;NOG,N
CAP1,8,CFL1;ACTBL2;POTEI;CAP2;ACTB;ACTA2;ACTA1;TWF2,CFL1;ACTBL2;POTEI;CAP2;ACTB;ACTA2;ACTA1;TWF2,Y
ATP9A,37,SLC1A5;B3GNT1;CCR6;SYP;CMKLR1;TMED7;TMEM74;SLC39A4;CHCHD2;FAM134C;SCN3B;NIPAL1;TMED2;ATP13A3;COMMD8;SPPL2B;PBXIP1;RIC3;LMTK2;TSPAN10;SH3GLB1;KLHDC5;RANBP6;KCNA2;ATP9B;SLC22A9;LRRC55;FPR2;CRELD1;DGCR2;YIPF3;ATP2A1;IFT57;C3AR1;IPPK;COX6B1;TSPAN15,SLC1A5;B3GNT1;CCR6;SYP;CMKLR1;TMED7;TMEM74;SLC39A4;CHCHD2;FAM134C;SCN3B;NIPAL1;TMED2;ATP13A3;COMMD8;SPPL2B;PBXIP1;RIC3;LMTK2;TSPAN10;SH3GLB1;KLHDC5;RANBP6;KCNA2;ATP9B;SLC22A9;LRRC55;FPR2;CRELD1;DGCR2;YIPF3;ATP2A1;IFT57;C3AR1;IPPK;COX6B1;TSPAN15,Y
GSTO2,5,GSTO1;RBM12;C10orf137;C10orf88;LIN54,GSTO1;RBM12;C10orf137;C10orf88;LIN54,Y
